index,polynomial,operation,operand 1,operand 2,cost,order,depth
1475,x^3+2x^2+5x+7,ADD,1048,7,5,3,5
1476,x^3+2x^2+5x+8,ADD,1145,0,5,3,4
1477,x^3+2x^2+5x+9,ADD,1048,9,5,3,5
1478,x^3+2x^2+5x+11,ADD,1146,1,5,3,4
1479,x^3+2x^2+6x+1,ADD,1049,1,5,3,5
1480,x^3+2x^2+6x+2,ADD,1049,2,5,3,5
1481,x^3+2x^2+6x+3,ADD,1049,3,5,3,5
1482,x^3+2x^2+6x+4,ADD,1049,4,5,3,5
1483,x^3+2x^2+6x+6,ADD,1049,6,5,3,5
1484,x^3+2x^2+6x+7,ADD,1049,7,5,3,5
1485,x^3+2x^2+6x+8,ADD,1049,8,5,3,5
1486,x^3+2x^2+6x+9,ADD,1049,9,5,3,5
1487,x^3+2x^2+6x+10,ADD,1146,0,5,3,4
1488,x^3+2x^2+6x+11,ADD,1049,11,5,3,5
1489,x^3+2x^2+7x+1,ADD,1050,1,5,3,5
1490,x^3+2x^2+7x+2,ADD,1050,2,5,3,5
1491,x^3+2x^2+7x+3,ADD,1050,3,5,3,5
1492,x^3+2x^2+7x+4,ADD,1050,4,5,3,5
1493,x^3+2x^2+7x+5,ADD,1050,5,5,3,5
1494,x^3+2x^2+7x+7,ADD,1050,7,5,3,5
1495,x^3+2x^2+7x+8,ADD,1050,8,5,3,5
1496,x^3+2x^2+7x+9,ADD,1050,9,5,3,5
1497,x^3+2x^2+7x+10,ADD,1050,10,5,3,5
1498,x^3+2x^2+7x+11,ADD,1050,11,5,3,5
1499,x^3+2x^2+8x+1,ADD,1051,1,5,3,5
1500,x^3+2x^2+8x+2,ADD,1051,2,5,3,5
1501,x^3+2x^2+8x+3,ADD,1051,3,5,3,5
1502,x^3+2x^2+8x+4,ADD,1051,4,5,3,5
1503,x^3+2x^2+8x+5,ADD,1051,5,5,3,5
1504,x^3+2x^2+8x+6,ADD,1051,6,5,3,5
1505,x^3+2x^2+8x+8,ADD,1051,8,5,3,5
1506,x^3+2x^2+8x+9,ADD,1051,9,5,3,5
1507,x^3+2x^2+8x+10,ADD,1051,10,5,3,5
1508,x^3+2x^2+8x+11,ADD,1051,11,5,3,5
1509,x^3+2x^2+9x+1,ADD,1052,1,5,3,5
1510,x^3+2x^2+9x+2,ADD,1052,2,5,3,5
1511,x^3+2x^2+9x+3,ADD,1052,3,5,3,5
1512,x^3+2x^2+9x+4,ADD,1052,4,5,3,5
1513,x^3+2x^2+9x+5,ADD,1052,5,5,3,5
1514,x^3+2x^2+9x+6,ADD,1052,6,5,3,5
1515,x^3+2x^2+9x+7,ADD,1052,7,5,3,5
1516,x^3+2x^2+9x+9,ADD,1052,9,5,3,5
1517,x^3+2x^2+9x+10,ADD,1052,10,5,3,5
1518,x^3+2x^2+9x+11,ADD,1052,11,5,3,5
1519,x^3+2x^2+10x+1,ADD,1053,1,5,3,5
1520,x^3+2x^2+10x+2,ADD,1053,2,5,3,5
1521,x^3+2x^2+10x+3,ADD,1053,3,5,3,5
1522,x^3+2x^2+10x+4,ADD,1053,4,5,3,5
1523,x^3+2x^2+10x+5,ADD,1053,5,5,3,5
1524,x^3+2x^2+10x+6,ADD,1053,6,5,3,5
1525,x^3+2x^2+10x+7,ADD,1053,7,5,3,5
1526,x^3+2x^2+10x+8,ADD,1053,8,5,3,5
1527,x^3+2x^2+10x+10,ADD,1053,10,5,3,5
1528,x^3+2x^2+10x+11,ADD,1053,11,5,3,5
1529,x^3+2x^2+11x+1,ADD,1054,1,5,3,5
1530,x^3+2x^2+11x+2,ADD,1054,2,5,3,5
1531,x^3+2x^2+11x+3,ADD,1054,3,5,3,5
1532,x^3+2x^2+11x+4,ADD,1054,4,5,3,5
1533,x^3+2x^2+11x+5,ADD,1054,5,5,3,5
1534,x^3+2x^2+11x+6,ADD,1054,6,5,3,5
1535,x^3+2x^2+11x+7,ADD,1054,7,5,3,5
1536,x^3+2x^2+11x+8,ADD,1054,8,5,3,5
1537,x^3+2x^2+11x+9,ADD,1054,9,5,3,5
1538,x^3+2x^2+11x+11,ADD,1054,11,5,3,5
1539,x^3+3x^2+4x+1,ADD,1063,1,5,3,5
1540,x^3+3x^2+4x+3,ADD,1063,3,5,3,5
1541,x^3+3x^2+4x+5,ADD,1063,5,5,3,5
1542,x^3+3x^2+4x+6,ADD,1063,6,5,3,5
1543,x^3+3x^2+4x+7,ADD,1063,7,5,3,5
1544,x^3+3x^2+4x+8,ADD,1063,8,5,3,5
1545,x^3+3x^2+4x+9,ADD,1164,0,5,3,4
1546,x^3+3x^2+4x+10,ADD,1063,10,5,3,5
1547,x^3+3x^2+4x+11,ADD,1063,11,5,3,5
1548,x^3+6x^2+7x+1,ADD,1088,1,5,3,5
1549,x^3+6x^2+7x+3,ADD,1088,3,5,3,5
1550,x^3+6x^2+7x+4,ADD,1088,4,5,3,5
1551,x^3+6x^2+7x+5,ADD,1088,5,5,3,5
1552,x^3+6x^2+7x+6,ADD,1088,6,5,3,5
1553,x^3+6x^2+7x+7,ADD,1088,7,5,3,5
1554,x^3+6x^2+7x+8,ADD,1088,8,5,3,5
1555,x^3+6x^2+7x+9,ADD,1088,9,5,3,5
1556,x^3+6x^2+7x+11,ADD,1088,11,5,3,5
1557,x^3+3x^2+6x+1,ADD,1058,1,5,3,5
1558,x^3+3x^2+6x+2,ADD,1058,2,5,3,5
1559,x^3+3x^2+6x+3,ADD,1058,3,5,3,5
1560,x^3+3x^2+6x+5,ADD,1058,5,5,3,5
1561,x^3+3x^2+6x+6,ADD,1058,6,5,3,5
1562,x^3+3x^2+6x+7,ADD,1058,7,5,3,5
1563,x^3+3x^2+6x+9,ADD,1058,9,5,3,5
1564,x^3+3x^2+6x+10,ADD,1058,10,5,3,5
1565,x^3+3x^2+6x+11,ADD,1058,11,5,3,5
1566,x^3+3x^2+7x+1,ADD,1065,1,5,3,5
1567,x^3+3x^2+7x+2,ADD,1065,2,5,3,5
1568,x^3+3x^2+7x+3,ADD,1065,3,5,3,5
1569,x^3+3x^2+7x+4,ADD,1065,4,5,3,5
1570,x^3+3x^2+7x+6,ADD,1065,6,5,3,5
1571,x^3+3x^2+7x+7,ADD,1065,7,5,3,5
1572,x^3+3x^2+7x+8,ADD,1065,8,5,3,5
1573,x^3+3x^2+7x+9,ADD,1065,9,5,3,5
1574,x^3+3x^2+7x+11,ADD,1065,11,5,3,5
1575,x^3+4x^2+8x+1,ADD,1059,1,5,3,5
1576,x^3+4x^2+8x+2,ADD,1059,2,5,3,5
1577,x^3+4x^2+8x+3,ADD,1059,3,5,3,5
1578,x^3+4x^2+8x+4,ADD,1059,4,5,3,5
1579,x^3+4x^2+8x+6,ADD,1059,6,5,3,5
1580,x^3+4x^2+8x+7,ADD,1059,7,5,3,5
1581,x^3+4x^2+8x+9,ADD,1059,9,5,3,5
1582,x^3+4x^2+8x+10,ADD,1059,10,5,3,5
1583,x^3+4x^2+8x+11,ADD,1059,11,5,3,5
1584,x^3+4x^2+9x+1,ADD,1074,1,5,3,5
1585,x^3+4x^2+9x+2,ADD,1074,2,5,3,5
1586,x^3+4x^2+9x+3,ADD,1074,3,5,3,5
1587,x^3+4x^2+9x+4,ADD,1074,4,5,3,5
1588,x^3+4x^2+9x+5,ADD,1074,5,5,3,5
1589,x^3+4x^2+9x+7,ADD,1074,7,5,3,5
1590,x^3+4x^2+9x+8,ADD,1074,8,5,3,5
1591,x^3+4x^2+9x+9,ADD,1074,9,5,3,5
1592,x^3+4x^2+9x+11,ADD,1074,11,5,3,5
1593,x^3+5x^2+10x+1,ADD,1060,1,5,3,5
1594,x^3+5x^2+10x+2,ADD,1060,2,5,3,5
1595,x^3+5x^2+10x+3,ADD,1060,3,5,3,5
1596,x^3+5x^2+10x+4,ADD,1060,4,5,3,5
1597,x^3+5x^2+10x+5,ADD,1060,5,5,3,5
1598,x^3+5x^2+10x+7,ADD,1060,7,5,3,5
1599,x^3+5x^2+10x+9,ADD,1060,9,5,3,5
1600,x^3+5x^2+10x+10,ADD,1060,10,5,3,5
1601,x^3+5x^2+10x+11,ADD,1060,11,5,3,5
1602,x^3+5x^2+11x+1,ADD,1083,1,5,3,5
1603,x^3+5x^2+11x+2,ADD,1083,2,5,3,5
1604,x^3+5x^2+11x+3,ADD,1083,3,5,3,5
1605,x^3+5x^2+11x+4,ADD,1083,4,5,3,5
1606,x^3+5x^2+11x+5,ADD,1083,5,5,3,5
1607,x^3+5x^2+11x+6,ADD,1083,6,5,3,5
1608,x^3+5x^2+11x+8,ADD,1083,8,5,3,5
1609,x^3+5x^2+11x+9,ADD,1083,9,5,3,5
1610,x^3+5x^2+11x+11,ADD,1083,11,5,3,5
1611,x^3+3x^2+9x+1,ADD,1061,1,5,3,5
1612,x^3+3x^2+9x+2,ADD,1061,2,5,3,5
1613,x^3+3x^2+9x+3,ADD,1061,3,5,3,5
1614,x^3+3x^2+9x+4,ADD,1061,4,5,3,5
1615,x^3+3x^2+9x+5,ADD,1061,5,5,3,5
1616,x^3+3x^2+9x+6,ADD,1061,6,5,3,5
1617,x^3+3x^2+9x+8,ADD,1061,8,5,3,5
1618,x^3+3x^2+9x+9,ADD,1061,9,5,3,5
1619,x^3+3x^2+9x+10,ADD,1061,10,5,3,5
1620,x^3+3x^2+9x+11,ADD,1061,11,5,3,5
1621,x^3+3x^2+10x+1,ADD,1067,1,5,3,5
1622,x^3+3x^2+10x+2,ADD,1067,2,5,3,5
1623,x^3+3x^2+10x+3,ADD,1067,3,5,3,5
1624,x^3+3x^2+10x+4,ADD,1067,4,5,3,5
1625,x^3+3x^2+10x+5,ADD,1067,5,5,3,5
1626,x^3+3x^2+10x+6,ADD,1067,6,5,3,5
1627,x^3+3x^2+10x+7,ADD,1067,7,5,3,5
1628,x^3+3x^2+10x+9,ADD,1067,9,5,3,5
1629,x^3+3x^2+10x+10,ADD,1067,10,5,3,5
1630,x^3+3x^2+10x+11,ADD,1067,11,5,3,5
1631,x^3+3x^2+x+1,ADD,1010,13,5,3,3
1632,x^3+3x^2+x+2,ADD,1010,14,5,3,3
1633,x^3+3x^2+x+4,ADD,1010,16,5,3,3
1634,x^3+3x^2+x+5,ADD,1010,17,5,3,3
1635,x^3+3x^2+x+6,ADD,1010,18,5,3,3
1636,x^3+3x^2+x+7,ADD,1010,19,5,3,3
1637,x^3+3x^2+x+8,ADD,1010,20,5,3,3
1638,x^3+3x^2+x+9,ADD,1010,21,5,3,3
1639,x^3+3x^2+x+10,ADD,1010,22,5,3,3
1640,x^3+3x^2+x+11,ADD,1010,23,5,3,3
1641,x^3+3x^2+5x+1,ADD,1064,1,5,3,5
1642,x^3+3x^2+5x+2,ADD,1064,2,5,3,5
1643,x^3+3x^2+5x+4,ADD,1064,4,5,3,5
1644,x^3+3x^2+5x+5,ADD,1064,5,5,3,5
1645,x^3+3x^2+5x+7,ADD,1064,7,5,3,5
1646,x^3+3x^2+5x+8,ADD,1064,8,5,3,5
1647,x^3+3x^2+5x+9,ADD,1064,9,5,3,5
1648,x^3+3x^2+5x+10,ADD,1064,10,5,3,5
1649,x^3+3x^2+5x+11,ADD,1064,11,5,3,5
1650,x^3+3x^2+8x+1,ADD,1066,1,5,3,5
1651,x^3+3x^2+8x+2,ADD,1066,2,5,3,5
1652,x^3+3x^2+8x+3,ADD,1066,3,5,3,5
1653,x^3+3x^2+8x+4,ADD,1066,4,5,3,5
1654,x^3+3x^2+8x+5,ADD,1066,5,5,3,5
1655,x^3+3x^2+8x+7,ADD,1066,7,5,3,5
1656,x^3+3x^2+8x+8,ADD,1066,8,5,3,5
1657,x^3+3x^2+8x+9,ADD,1066,9,5,3,5
1658,x^3+3x^2+8x+10,ADD,1066,10,5,3,5
1659,x^3+3x^2+8x+11,ADD,1066,11,5,3,5
1660,x^3+3x^2+11x+1,ADD,1068,1,5,3,5
1661,x^3+3x^2+11x+2,ADD,1068,2,5,3,5
1662,x^3+3x^2+11x+3,ADD,1068,3,5,3,5
1663,x^3+3x^2+11x+4,ADD,1068,4,5,3,5
1664,x^3+3x^2+11x+5,ADD,1068,5,5,3,5
1665,x^3+3x^2+11x+6,ADD,1068,6,5,3,5
1666,x^3+3x^2+11x+7,ADD,1068,7,5,3,5
1667,x^3+3x^2+11x+8,ADD,1068,8,5,3,5
1668,x^3+3x^2+11x+10,ADD,1068,10,5,3,5
1669,x^3+3x^2+11x+11,ADD,1068,11,5,3,5
1670,x^3+4x^2+x+1,ADD,1011,13,5,3,3
1671,x^3+4x^2+x+2,ADD,1011,14,5,3,3
1672,x^3+4x^2+x+3,ADD,1011,15,5,3,3
1673,x^3+4x^2+x+5,ADD,1011,17,5,3,3
1674,x^3+4x^2+x+6,ADD,1011,18,5,3,3
1675,x^3+4x^2+x+7,ADD,1011,19,5,3,3
1676,x^3+4x^2+x+8,ADD,1011,20,5,3,3
1677,x^3+4x^2+x+9,ADD,1011,21,5,3,3
1678,x^3+4x^2+x+10,ADD,1011,22,5,3,3
1679,x^3+4x^2+x+11,ADD,1011,23,5,3,3
1680,x^3+4x^2+2x+1,ADD,1070,1,5,3,5
1681,x^3+4x^2+2x+2,ADD,1070,2,5,3,5
1682,x^3+4x^2+2x+3,ADD,1070,3,5,3,5
1683,x^3+4x^2+2x+4,ADD,1171,0,5,3,4
1684,x^3+4x^2+2x+5,ADD,1070,5,5,3,5
1685,x^3+4x^2+2x+6,ADD,1070,6,5,3,5
1686,x^3+4x^2+2x+7,ADD,1070,7,5,3,5
1687,x^3+4x^2+2x+9,ADD,1172,1,5,3,4
1688,x^3+4x^2+2x+10,ADD,1172,2,5,3,4
1689,x^3+4x^2+2x+11,ADD,1172,3,5,3,4
1690,x^3+4x^2+6x+1,ADD,1072,1,5,3,5
1691,x^3+4x^2+6x+2,ADD,1072,2,5,3,5
1692,x^3+4x^2+6x+5,ADD,1072,5,5,3,5
1693,x^3+4x^2+6x+6,ADD,1072,6,5,3,5
1694,x^3+4x^2+6x+7,ADD,1072,7,5,3,5
1695,x^3+4x^2+6x+8,ADD,1072,8,5,3,5
1696,x^3+4x^2+6x+10,ADD,1072,10,5,3,5
1697,x^3+4x^2+6x+11,ADD,1072,11,5,3,5
1698,x^3+4x^2+7x+1,ADD,1073,1,5,3,5
1699,x^3+4x^2+7x+2,ADD,1073,2,5,3,5
1700,x^3+4x^2+7x+3,ADD,1073,3,5,3,5
1701,x^3+4x^2+7x+5,ADD,1073,5,5,3,5
1702,x^3+4x^2+7x+7,ADD,1073,7,5,3,5
1703,x^3+4x^2+7x+8,ADD,1073,8,5,3,5
1704,x^3+4x^2+7x+9,ADD,1073,9,5,3,5
1705,x^3+4x^2+7x+10,ADD,1073,10,5,3,5
1706,x^3+4x^2+7x+11,ADD,1073,11,5,3,5
1707,x^3+4x^2+10x+1,ADD,1075,1,5,3,5
1708,x^3+4x^2+10x+2,ADD,1075,2,5,3,5
1709,x^3+4x^2+10x+3,ADD,1075,3,5,3,5
1710,x^3+4x^2+10x+4,ADD,1075,4,5,3,5
1711,x^3+4x^2+10x+5,ADD,1075,5,5,3,5
1712,x^3+4x^2+10x+6,ADD,1075,6,5,3,5
1713,x^3+4x^2+10x+8,ADD,1075,8,5,3,5
1714,x^3+4x^2+10x+9,ADD,1075,9,5,3,5
1715,x^3+4x^2+10x+10,ADD,1075,10,5,3,5
1716,x^3+4x^2+10x+11,ADD,1075,11,5,3,5
1717,x^3+4x^2+11x+1,ADD,1076,1,5,3,5
1718,x^3+4x^2+11x+2,ADD,1076,2,5,3,5
1719,x^3+4x^2+11x+3,ADD,1076,3,5,3,5
1720,x^3+4x^2+11x+4,ADD,1076,4,5,3,5
1721,x^3+4x^2+11x+5,ADD,1076,5,5,3,5
1722,x^3+4x^2+11x+6,ADD,1076,6,5,3,5
1723,x^3+4x^2+11x+7,ADD,1076,7,5,3,5
1724,x^3+4x^2+11x+9,ADD,1076,9,5,3,5
1725,x^3+4x^2+11x+10,ADD,1076,10,5,3,5
1726,x^3+4x^2+11x+11,ADD,1076,11,5,3,5
1727,x^3+5x^2+x+1,ADD,1012,13,5,3,3
1728,x^3+5x^2+x+2,ADD,1012,14,5,3,3
1729,x^3+5x^2+x+3,ADD,1012,15,5,3,3
1730,x^3+5x^2+x+4,ADD,1012,16,5,3,3
1731,x^3+5x^2+x+6,ADD,1012,18,5,3,3
1732,x^3+5x^2+x+7,ADD,1012,19,5,3,3
1733,x^3+5x^2+x+8,ADD,1012,20,5,3,3
1734,x^3+5x^2+x+9,ADD,1012,21,5,3,3
1735,x^3+5x^2+x+10,ADD,1012,22,5,3,3
1736,x^3+5x^2+x+11,ADD,1012,23,5,3,3
1737,x^3+5x^2+2x+1,ADD,1078,1,5,3,5
1738,x^3+5x^2+2x+2,ADD,1078,2,5,3,5
1739,x^3+5x^2+2x+3,ADD,1078,3,5,3,5
1740,x^3+5x^2+2x+4,ADD,1078,4,5,3,5
1741,x^3+5x^2+2x+5,ADD,1176,0,5,3,4
1742,x^3+5x^2+2x+6,ADD,1078,6,5,3,5
1743,x^3+5x^2+2x+7,ADD,1078,7,5,3,5
1744,x^3+5x^2+2x+8,ADD,1078,8,5,3,5
1745,x^3+5x^2+2x+9,ADD,1078,9,5,3,5
1746,x^3+5x^2+2x+11,ADD,1177,1,5,3,4
1747,x^3+5x^2+3x+1,ADD,1079,1,5,3,5
1748,x^3+5x^2+3x+2,ADD,1079,2,5,3,5
1749,x^3+5x^2+3x+3,ADD,1079,3,5,3,5
1750,x^3+5x^2+3x+4,ADD,1079,4,5,3,5
1751,x^3+5x^2+3x+5,ADD,1079,5,5,3,5
1752,x^3+5x^2+3x+6,ADD,1079,6,5,3,5
1753,x^3+5x^2+3x+7,ADD,1079,7,5,3,5
1754,x^3+5x^2+3x+8,ADD,1079,8,5,3,5
1755,x^3+5x^2+3x+9,ADD,1079,9,5,3,5
1756,x^3+5x^2+3x+10,ADD,1177,0,5,3,4
1757,x^3+5x^2+3x+11,ADD,1079,11,5,3,5
1758,x^3+5x^2+8x+1,ADD,1081,1,5,3,5
1759,x^3+5x^2+8x+2,ADD,1081,2,5,3,5
1760,x^3+5x^2+8x+3,ADD,1081,3,5,3,5
1761,x^3+5x^2+8x+5,ADD,1081,5,5,3,5
1762,x^3+5x^2+8x+7,ADD,1081,7,5,3,5
1763,x^3+5x^2+8x+8,ADD,1081,8,5,3,5
1764,x^3+5x^2+8x+9,ADD,1081,9,5,3,5
1765,x^3+5x^2+8x+10,ADD,1081,10,5,3,5
1766,x^3+5x^2+8x+11,ADD,1081,11,5,3,5
1767,x^3+5x^2+9x+1,ADD,1082,1,5,3,5
1768,x^3+5x^2+9x+2,ADD,1082,2,5,3,5
1769,x^3+5x^2+9x+3,ADD,1082,3,5,3,5
1770,x^3+5x^2+9x+4,ADD,1082,4,5,3,5
1771,x^3+5x^2+9x+7,ADD,1082,7,5,3,5
1772,x^3+5x^2+9x+8,ADD,1082,8,5,3,5
1773,x^3+5x^2+9x+10,ADD,1082,10,5,3,5
1774,x^3+5x^2+9x+11,ADD,1082,11,5,3,5
1775,x^3+6x^2+x+1,ADD,1013,13,5,3,3
1776,x^3+6x^2+x+2,ADD,1013,14,5,3,3
1777,x^3+6x^2+x+3,ADD,1013,15,5,3,3
1778,x^3+6x^2+x+4,ADD,1013,16,5,3,3
1779,x^3+6x^2+x+5,ADD,1013,17,5,3,3
1780,x^3+6x^2+x+7,ADD,1013,19,5,3,3
1781,x^3+6x^2+x+8,ADD,1013,20,5,3,3
1782,x^3+6x^2+x+9,ADD,1013,21,5,3,3
1783,x^3+6x^2+x+10,ADD,1013,22,5,3,3
1784,x^3+6x^2+x+11,ADD,1013,23,5,3,3
1785,x^3+6x^2+2x+1,ADD,1085,1,5,3,5
1786,x^3+6x^2+2x+2,ADD,1085,2,5,3,5
1787,x^3+6x^2+2x+3,ADD,1085,3,5,3,5
1788,x^3+6x^2+2x+4,ADD,1085,4,5,3,5
1789,x^3+6x^2+2x+5,ADD,1085,5,5,3,5
1790,x^3+6x^2+2x+6,ADD,1180,0,5,3,4
1791,x^3+6x^2+2x+7,ADD,1085,7,5,3,5
1792,x^3+6x^2+2x+8,ADD,1085,8,5,3,5
1793,x^3+6x^2+2x+9,ADD,1085,9,5,3,5
1794,x^3+6x^2+2x+10,ADD,1085,10,5,3,5
1795,x^3+6x^2+2x+11,ADD,1085,11,5,3,5
1796,x^3+6x^2+3x+1,ADD,1086,1,5,3,5
1797,x^3+6x^2+3x+2,ADD,1086,2,5,3,5
1798,x^3+6x^2+3x+3,ADD,1086,3,5,3,5
1799,x^3+6x^2+3x+4,ADD,1086,4,5,3,5
1800,x^3+6x^2+3x+5,ADD,1086,5,5,3,5
1801,x^3+6x^2+3x+6,ADD,1086,6,5,3,5
1802,x^3+6x^2+3x+7,ADD,1086,7,5,3,5
1803,x^3+6x^2+3x+8,ADD,1086,8,5,3,5
1804,x^3+6x^2+3x+9,ADD,1086,9,5,3,5
1805,x^3+6x^2+3x+10,ADD,1086,10,5,3,5
1806,x^3+6x^2+3x+11,ADD,1086,11,5,3,5
1807,x^3+6x^2+4x+1,ADD,1087,1,5,3,5
1808,x^3+6x^2+4x+2,ADD,1087,2,5,3,5
1809,x^3+6x^2+4x+3,ADD,1087,3,5,3,5
1810,x^3+6x^2+4x+4,ADD,1087,4,5,3,5
1811,x^3+6x^2+4x+5,ADD,1087,5,5,3,5
1812,x^3+6x^2+4x+6,ADD,1087,6,5,3,5
1813,x^3+6x^2+4x+7,ADD,1087,7,5,3,5
1814,x^3+6x^2+4x+8,ADD,1087,8,5,3,5
1815,x^3+6x^2+4x+9,ADD,1087,9,5,3,5
1816,x^3+6x^2+4x+10,ADD,1087,10,5,3,5
1817,x^3+6x^2+4x+11,ADD,1087,11,5,3,5
1818,x^3+6x^2+11x+1,ADD,1090,1,5,3,5
1819,x^3+6x^2+11x+2,ADD,1090,2,5,3,5
1820,x^3+6x^2+11x+3,ADD,1090,3,5,3,5
1821,x^3+6x^2+11x+4,ADD,1090,4,5,3,5
1822,x^3+6x^2+11x+5,ADD,1090,5,5,3,5
1823,x^3+6x^2+11x+7,ADD,1090,7,5,3,5
1824,x^3+6x^2+11x+8,ADD,1090,8,5,3,5
1825,x^3+6x^2+11x+9,ADD,1090,9,5,3,5
1826,x^3+6x^2+11x+10,ADD,1090,10,5,3,5
1827,x^3+6x^2+11x+11,ADD,1090,11,5,3,5
1828,x^3+1,ADD,1007,1,3,3,3
1829,x^3+2,ADD,1007,2,3,3,3
1830,x^3+3,ADD,1007,3,3,3,3
1831,x^3+4,ADD,1007,4,3,3,3
1832,x^3+5,ADD,1007,5,3,3,3
1833,x^3+6,ADD,1007,6,3,3,3
1834,x^3+7,ADD,1007,7,3,3,3
1835,x^3+8,ADD,1007,8,3,3,3
1836,x^3+9,ADD,1007,9,3,3,3
1837,x^3+10,ADD,1007,10,3,3,3
1838,x^3+11,ADD,1007,11,3,3,3
1839,x^3+x+1,ADD,1007,13,4,3,3
1840,x^3+x+2,ADD,1007,14,4,3,3
1841,x^3+x+3,ADD,1007,15,4,3,3
1842,x^3+x+4,ADD,1007,16,4,3,3
1843,x^3+x+5,ADD,1007,17,4,3,3
1844,x^3+x+6,ADD,1007,18,4,3,3
1845,x^3+x+7,ADD,1007,19,4,3,3
1846,x^3+x+8,ADD,1007,20,4,3,3
1847,x^3+x+9,ADD,1007,21,4,3,3
1848,x^3+x+10,ADD,1007,22,4,3,3
1849,x^3+x+11,ADD,1007,23,4,3,3
1850,x^3+2x+1,ADD,1015,1,4,3,4
1851,x^3+2x+2,ADD,1015,2,4,3,4
1852,x^3+2x+3,ADD,1015,3,4,3,4
1853,x^3+2x+4,ADD,1015,4,4,3,4
1854,x^3+2x+5,ADD,1015,5,4,3,4
1855,x^3+2x+6,ADD,1015,6,4,3,4
1856,x^3+2x+7,ADD,1015,7,4,3,4
1857,x^3+2x+8,ADD,1015,8,4,3,4
1858,x^3+2x+9,ADD,1015,9,4,3,4
1859,x^3+2x+10,ADD,1015,10,4,3,4
1860,x^3+2x+11,ADD,1015,11,4,3,4
1861,x^3+3x+3,ADD,1016,3,4,3,4
1862,x^3+4x+4,ADD,1017,4,4,3,4
1863,x^3+5x+5,ADD,1018,5,4,3,4
1864,x^3+6x+6,ADD,1019,6,4,3,4
1865,x^3+7x+7,ADD,1020,7,4,3,4
1866,x^3+8x+8,ADD,1021,8,4,3,4
1867,x^3+9x+9,ADD,1022,9,4,3,4
1868,x^3+10x+10,ADD,1023,10,4,3,4
1869,x^3+3x+6,ADD,1016,6,4,3,4
1870,x^3+4x+8,ADD,1017,8,4,3,4
1871,x^3+5x+10,ADD,1018,10,4,3,4
1872,x^3+3x+9,ADD,1016,9,4,3,4
1873,x^3+3x+1,ADD,1016,1,4,3,4
1874,x^3+3x+2,ADD,1016,2,4,3,4
1875,x^3+3x+4,ADD,1016,4,4,3,4
1876,x^3+3x+5,ADD,1016,5,4,3,4
1877,x^3+3x+7,ADD,1016,7,4,3,4
1878,x^3+3x+8,ADD,1016,8,4,3,4
1879,x^3+3x+10,ADD,1016,10,4,3,4
1880,x^3+3x+11,ADD,1016,11,4,3,4
1881,x^3+4x+1,ADD,1017,1,4,3,4
1882,x^3+4x+2,ADD,1017,2,4,3,4
1883,x^3+4x+3,ADD,1017,3,4,3,4
1884,x^3+4x+5,ADD,1017,5,4,3,4
1885,x^3+4x+6,ADD,1017,6,4,3,4
1886,x^3+4x+7,ADD,1017,7,4,3,4
1887,x^3+4x+9,ADD,1017,9,4,3,4
1888,x^3+4x+10,ADD,1017,10,4,3,4
1889,x^3+4x+11,ADD,1017,11,4,3,4
1890,x^3+5x+1,ADD,1018,1,4,3,4
1891,x^3+5x+2,ADD,1018,2,4,3,4
1892,x^3+5x+3,ADD,1018,3,4,3,4
1893,x^3+5x+4,ADD,1018,4,4,3,4
1894,x^3+5x+6,ADD,1018,6,4,3,4
1895,x^3+5x+7,ADD,1018,7,4,3,4
1896,x^3+5x+8,ADD,1018,8,4,3,4
1897,x^3+5x+9,ADD,1018,9,4,3,4
1898,x^3+5x+11,ADD,1018,11,4,3,4
1899,x^3+6x+1,ADD,1019,1,4,3,4
1900,x^3+6x+2,ADD,1019,2,4,3,4
1901,x^3+6x+3,ADD,1019,3,4,3,4
1902,x^3+6x+4,ADD,1019,4,4,3,4
1903,x^3+6x+5,ADD,1019,5,4,3,4
1904,x^3+6x+7,ADD,1019,7,4,3,4
1905,x^3+6x+8,ADD,1019,8,4,3,4
1906,x^3+6x+9,ADD,1019,9,4,3,4
1907,x^3+6x+10,ADD,1019,10,4,3,4
1908,x^3+6x+11,ADD,1019,11,4,3,4
1909,x^3+7x+1,ADD,1020,1,4,3,4
1910,x^3+7x+2,ADD,1020,2,4,3,4
1911,x^3+7x+3,ADD,1020,3,4,3,4
1912,x^3+7x+4,ADD,1020,4,4,3,4
1913,x^3+7x+5,ADD,1020,5,4,3,4
1914,x^3+7x+6,ADD,1020,6,4,3,4
1915,x^3+7x+8,ADD,1020,8,4,3,4
1916,x^3+7x+9,ADD,1020,9,4,3,4
1917,x^3+7x+10,ADD,1020,10,4,3,4
1918,x^3+7x+11,ADD,1020,11,4,3,4
1919,x^3+8x+1,ADD,1021,1,4,3,4
1920,x^3+8x+2,ADD,1021,2,4,3,4
1921,x^3+8x+3,ADD,1021,3,4,3,4
1922,x^3+8x+4,ADD,1021,4,4,3,4
1923,x^3+8x+5,ADD,1021,5,4,3,4
1924,x^3+8x+6,ADD,1021,6,4,3,4
1925,x^3+8x+7,ADD,1021,7,4,3,4
1926,x^3+8x+9,ADD,1021,9,4,3,4
1927,x^3+8x+10,ADD,1021,10,4,3,4
1928,x^3+8x+11,ADD,1021,11,4,3,4
1929,x^3+9x+1,ADD,1022,1,4,3,4
