index,polynomial,operation,operand 1,operand 2,cost,order,depth
1930,x^3+9x+2,ADD,1022,2,4,3,4
1931,x^3+9x+3,ADD,1022,3,4,3,4
1932,x^3+9x+4,ADD,1022,4,4,3,4
1933,x^3+9x+5,ADD,1022,5,4,3,4
1934,x^3+9x+6,ADD,1022,6,4,3,4
1935,x^3+9x+7,ADD,1022,7,4,3,4
1936,x^3+9x+8,ADD,1022,8,4,3,4
1937,x^3+9x+10,ADD,1022,10,4,3,4
1938,x^3+9x+11,ADD,1022,11,4,3,4
1939,x^3+10x+1,ADD,1023,1,4,3,4
1940,x^3+10x+2,ADD,1023,2,4,3,4
1941,x^3+10x+3,ADD,1023,3,4,3,4
1942,x^3+10x+4,ADD,1023,4,4,3,4
1943,x^3+10x+5,ADD,1023,5,4,3,4
1944,x^3+10x+6,ADD,1023,6,4,3,4
1945,x^3+10x+7,ADD,1023,7,4,3,4
1946,x^3+10x+8,ADD,1023,8,4,3,4
1947,x^3+10x+9,ADD,1023,9,4,3,4
1948,x^3+10x+11,ADD,1023,11,4,3,4
1949,x^3+x^2+1,ADD,1008,1,4,3,3
1950,x^3+x^2+2,ADD,1008,2,4,3,3
1951,x^3+x^2+3,ADD,1008,3,4,3,3
1952,x^3+x^2+4,ADD,1008,4,4,3,3
1953,x^3+x^2+5,ADD,1008,5,4,3,3
1954,x^3+x^2+6,ADD,1008,6,4,3,3
1955,x^3+x^2+7,ADD,1008,7,4,3,3
1956,x^3+x^2+8,ADD,1008,8,4,3,3
1957,x^3+x^2+9,ADD,1008,9,4,3,3
1958,x^3+x^2+10,ADD,1008,10,4,3,3
1959,x^3+x^2+11,ADD,1008,11,4,3,3
1960,x^3+2x^2+1,ADD,1009,1,4,3,3
1961,x^3+2x^2+2,ADD,1009,2,4,3,3
1962,x^3+2x^2+3,ADD,1009,3,4,3,3
1963,x^3+2x^2+4,ADD,1009,4,4,3,3
1964,x^3+2x^2+5,ADD,1009,5,4,3,3
1965,x^3+2x^2+6,ADD,1009,6,4,3,3
1966,x^3+2x^2+7,ADD,1009,7,4,3,3
1967,x^3+2x^2+8,ADD,1009,8,4,3,3
1968,x^3+2x^2+9,ADD,1009,9,4,3,3
1969,x^3+2x^2+10,ADD,1009,10,4,3,3
1970,x^3+2x^2+11,ADD,1009,11,4,3,3
1971,x^3+3x^2+1,ADD,1010,1,4,3,3
1972,x^3+3x^2+2,ADD,1010,2,4,3,3
1973,x^3+3x^2+3,ADD,1010,3,4,3,3
1974,x^3+3x^2+4,ADD,1010,4,4,3,3
1975,x^3+3x^2+5,ADD,1010,5,4,3,3
1976,x^3+3x^2+6,ADD,1010,6,4,3,3
1977,x^3+3x^2+7,ADD,1010,7,4,3,3
1978,x^3+3x^2+8,ADD,1010,8,4,3,3
1979,x^3+3x^2+9,ADD,1010,9,4,3,3
1980,x^3+3x^2+10,ADD,1010,10,4,3,3
1981,x^3+3x^2+11,ADD,1010,11,4,3,3
1982,x^3+4x^2+1,ADD,1011,1,4,3,3
1983,x^3+4x^2+2,ADD,1011,2,4,3,3
1984,x^3+4x^2+3,ADD,1011,3,4,3,3
1985,x^3+4x^2+4,ADD,1011,4,4,3,3
1986,x^3+4x^2+5,ADD,1011,5,4,3,3
1987,x^3+4x^2+6,ADD,1011,6,4,3,3
1988,x^3+4x^2+7,ADD,1011,7,4,3,3
1989,x^3+4x^2+8,ADD,1011,8,4,3,3
1990,x^3+4x^2+9,ADD,1011,9,4,3,3
1991,x^3+4x^2+10,ADD,1011,10,4,3,3
1992,x^3+4x^2+11,ADD,1011,11,4,3,3
1993,x^3+5x^2+1,ADD,1012,1,4,3,3
1994,x^3+5x^2+2,ADD,1012,2,4,3,3
1995,x^3+5x^2+3,ADD,1012,3,4,3,3
1996,x^3+5x^2+4,ADD,1012,4,4,3,3
1997,x^3+5x^2+5,ADD,1012,5,4,3,3
1998,x^3+5x^2+6,ADD,1012,6,4,3,3
1999,x^3+5x^2+7,ADD,1012,7,4,3,3
2000,x^3+5x^2+8,ADD,1012,8,4,3,3
2001,x^3+5x^2+9,ADD,1012,9,4,3,3
2002,x^3+5x^2+10,ADD,1012,10,4,3,3
2003,x^3+5x^2+11,ADD,1012,11,4,3,3
2004,x^3+6x^2+1,ADD,1013,1,4,3,3
2005,x^3+6x^2+2,ADD,1013,2,4,3,3
2006,x^3+6x^2+3,ADD,1013,3,4,3,3
2007,x^3+6x^2+4,ADD,1013,4,4,3,3
2008,x^3+6x^2+5,ADD,1013,5,4,3,3
2009,x^3+6x^2+6,ADD,1013,6,4,3,3
2010,x^3+6x^2+7,ADD,1013,7,4,3,3
2011,x^3+6x^2+8,ADD,1013,8,4,3,3
2012,x^3+6x^2+9,ADD,1013,9,4,3,3
2013,x^3+6x^2+10,ADD,1013,10,4,3,3
2014,x^3+6x^2+11,ADD,1013,11,4,3,3
